datum	2018	2019	2020	2021	2022	2023	2024	2025	2030	2035	2040	2050
03/01/00 22:00	 € 0.03510000000 	 € 0.05380000000 	 € 0.03840000000 	 € 0.04290000000 	 € 0.13000000000 	 € 0.11440000000 	 € 0.06500000000 	 € 0.13320000000 	 € -   	 € 0.00001000000 	 € 0.00001000000 	 € 0.00001000000 
03/01/00 23:00	 € 0.03510000000 	 € 0.05000000000 	 € 0.03430000000 	 € 0.03350000000 	 € 0.11000000000 	 € 0.09250000000 	 € 0.05812000000 	 € 0.19270000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 00:00	 € 0.03240000000 	 € 0.05160000000 	 € 0.03300000000 	 € 0.04200000000 	 € 0.19490000000 	 € 0.08010000000 	 € 0.05730000000 	 € 0.13640000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 01:00	 € 0.02780000000 	 € 0.04710000000 	 € 0.03040000000 	 € 0.03900000000 	 € 0.13730000000 	 € 0.06840000000 	 € 0.05046000000 	 € 0.13039000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 02:00	 € 0.03100000000 	 € 0.04710000000 	 € 0.02960000000 	 € 0.03710000000 	 € 0.13720000000 	 € 0.03790000000 	 € 0.04000000000 	 € 0.10670000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 03:00	 € 0.02800000000 	 € 0.04620000000 	 € 0.02710000000 	 € 0.03580000000 	 € 0.11930000000 	 € -   	 € 0.02548000000 	 € 0.09900000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 04:00	 € 0.02750000000 	 € 0.04700000000 	 € 0.02520000000 	 € 0.03660000000 	 € 0.11710000000 	 € -   	 € 0.03500000000 	 € 0.09609000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 05:00	 € 0.02790000000 	 € 0.04690000000 	 € 0.02450000000 	 € 0.04180000000 	 € 0.11990000000 	 € 0.00630000000 	 € 0.05773000000 	 € 0.10222000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 06:00	 € 0.02900000000 	 € 0.05950000000 	 € 0.02500000000 	 € 0.03870000000 	 € 0.15690000000 	 € 0.05490000000 	 € 0.07265000000 	 € 0.11070000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 07:00	 € 0.03360000000 	 € 0.06840000000 	 € 0.02730000000 	 € 0.04160000000 	 € 0.18260000000 	 € 0.08530000000 	 € 0.08502000000 	 € 0.12002000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 08:00	 € 0.04050000000 	 € 0.07420000000 	 € 0.03000000000 	 € 0.06000000000 	 € 0.17890000000 	 € 0.15000000000 	 € 0.09147000000 	 € 0.12839000000 	 € -   	 € -   	 € -   	 € 0.00001000000 
04/01/00 09:00	 € 0.04200000000 	 € 0.08000000000 	 € 0.03640000000 	 € 0.06480000000 	 € 0.19000000000 	 € 0.14600000000 	 € 0.09420000000 	 € 0.13075000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 10:00	 € 0.04490000000 	 € 0.08540000000 	 € 0.03000000000 	 € 0.06000000000 	 € 0.18990000000 	 € 0.13120000000 	 € 0.09161000000 	 € 0.13034000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 11:00	 € 0.04900000000 	 € 0.08260000000 	 € 0.03000000000 	 € 0.05840000000 	 € 0.18240000000 	 € 0.13050000000 	 € 0.09003000000 	 € 0.12829000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 12:00	 € 0.04600000000 	 € 0.06970000000 	 € 0.03500000000 	 € 0.05930000000 	 € 0.18250000000 	 € 0.12790000000 	 € 0.08628000000 	 € 0.13003000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 13:00	 € 0.04750000000 	 € 0.06970000000 	 € 0.03210000000 	 € 0.05840000000 	 € 0.17960000000 	 € 0.11910000000 	 € 0.08596000000 	 € 0.12985000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 14:00	 € 0.04730000000 	 € 0.06970000000 	 € 0.03680000000 	 € 0.05990000000 	 € 0.17900000000 	 € 0.11660000000 	 € 0.09211000000 	 € 0.13640000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 15:00	 € 0.04880000000 	 € 0.07300000000 	 € 0.03410000000 	 € 0.05950000000 	 € 0.18090000000 	 € 0.12800000000 	 € 0.09862000000 	 € 0.13876000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 16:00	 € 0.04880000000 	 € 0.07600000000 	 € 0.03450000000 	 € 0.06210000000 	 € 0.16670000000 	 € 0.13130000000 	 € 0.10445000000 	 € 0.14120000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 17:00	 € 0.05240000000 	 € 0.08990000000 	 € 0.04500000000 	 € 0.06740000000 	 € 0.18990000000 	 € 0.15020000000 	 € 0.13021000000 	 € 0.14983000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 18:00	 € 0.05000000000 	 € 0.07330000000 	 € 0.04450000000 	 € 0.06160000000 	 € 0.18490000000 	 € 0.13750000000 	 € 0.14067000000 	 € 0.14417000000 	 € -   	 € 0.02500000000 	 € 0.00001000000 	 € 0.00001000000 
04/01/00 19:00	 € 0.04670000000 	 € 0.05500000000 	 € 0.04590000000 	 € 0.04290000000 	 € 0.17900000000 	 € 0.12950000000 	 € 0.12310000000 	 € 0.13838000000 	 € -   	 € -   	 € -   	 € 0.00001000000 
04/01/00 20:00	 € 0.04160000000 	 € 0.05270000000 	 € 0.04170000000 	 € 0.04140000000 	 € 0.15610000000 	 € 0.12240000000 	 € 0.10165000000 	 € 0.12973000000 	 € -   	 € 0.00001000000 	 € 0.00001000000 	 € 0.00001000000 
04/01/00 21:00	 € 0.03710000000 	 € 0.05210000000 	 € 0.03450000000 	 € 0.04290000000 	 € 0.15500000000 	 € 0.12940000000 	 € 0.09677000000 	 € 0.12307000000 	 € -   	 € 0.00001000000 	 € -   	 € -   
04/01/00 22:00	 € 0.03390000000 	 € 0.05140000000 	 € 0.03980000000 	 € 0.04190000000 	 € 0.13790000000 	 € 0.10900000000 	 € 0.09304000000 	 € 0.11854000000 	 € -   	 € -   	 € -   	 € -   
04/01/00 23:00	 € 0.03150000000 	 € 0.05060000000 	 € 0.03800000000 	 € 0.04000000000 	 € 0.10600000000 	 € 0.10600000000 	 € 0.08861000000 	 € 0.10961000000 	 € -   	 € -   	 € -   	 € -   
05/01/00 00:00	 € 0.01710000000 	 € 0.05000000000 	 € 0.03310000000 	 € 0.04180000000 	 € 0.12890000000 	 € 0.00540000000 	 € 0.08608000000 	 € 0.11161000000 	 € -   	 € -   	 € -   	 € 0.00001000000 
05/01/00 01:00	 € 0.01170000000 	 € 0.04600000000 	 € 0.03230000000 	 € 0.04200000000 	 € 0.11390000000 	 € 0.00360000000 	 € 0.08051000000 	 € 0.09476000000 	 € -   	 € -   	 € -   	 € -   
05/01/00 02:00	 € 0.00690000000 	 € 0.04570000000 	 € 0.03120000000 	 € 0.04190000000 	 € 0.08450000000 	 € 0.00490000000 	 € 0.07701000000 	 € 0.08562000000 	 € -   	 € -   	 € -   	 € -   
